gene_id,seqnames,start,end,width,strand,gene_source,gene_biotype,gene_name,symbol,root,characterized,cis_eqtl,pval_eqtl,cis_sqtl,pval_sqtl,ld,xpclr,fst,HbTrop,HbTemp,Diff,function,Label
Zm00001d041951,3,144984922,144986824,1903,-,gramene,protein_coding,,,True,False,,,,,,9.2727867454118,0.233997777777778,0.336072049348855,0.422468179069993,0.25707621293866,Ring zinc finger protein  ,N
Zm00001d041953,3,145231555,145243639,12085,+,gramene,protein_coding,,,True,False,,,,,,15.0974568917273,0.2297875,NA,NA,#VALUE!,NA,N
Zm00001d041954,3,145309002,145313254,4253,-,gramene,protein_coding,,,True,False,,,,,,10.0974383637273,0.223087090909091,0.261154827915905,0.368516422567755,0.411103235228804,ABC-type transport system involved in resistance to organic solvents%2C periplasmic component  ,N
Zm00001d041955,3,145502932,145505218,2287,-,gramene,protein_coding,,,True,False,,,,,,9.84481553716667,0.207732,NA,NA,#VALUE!,plant-specific domain TIGR01615 family protein expressed,N
Zm00001d042005,3,147031216,147034710,3495,-,gramene,protein_coding,,cl5001_1a,True,False,3-146012627,3.13672274298947E-20,,,,6.832825808,0.2288504,0.472541890191543,0.518270031022019,0.096770554695035,Amino acid kinase family protein,N
Zm00001d000625,3,147121999,147125415,3417,-,gramene,lincRNA,,,False,False,,,,,,6.5501752152,0.2724972,NA,NA,#VALUE!,NA,N
Zm00001d042007,3,147174398,147175561,1164,-,gramene,protein_coding,,,True,False,,,,,,6.232421567,0.2537815,NA,NA,#VALUE!,Protein MITOFERRINLIKE 1 chloroplastic,N
Zm00001d042030,3,147850935,147851174,240,-,gramene,protein_coding,,,True,False,3-146757331,2.71183373465282E-10,,,,7.4031424916,0.184999,0.344747286975344,0.376330854320351,0.091613679173829,NA,N
Zm00001d042031,3,147915721,147920794,5074,-,gramene,protein_coding,,,False,False,,,,,,7.4849968255,0.184999,NA,NA,#VALUE!,Coatomer subunit epsilon-1,N
Zm00001d042032,3,147922187,147922259,73,+,gramene,tRNA,,,False,False,,,,,,7.51365493166667,0.184999,NA,NA,#VALUE!,NA,N
Zm00001d042033,3,147924756,147927230,2475,-,gramene,protein_coding,,,True,False,,,,,,7.51365493166667,0.184999,NA,NA,#VALUE!,Pentatricopeptide repeat-containing protein  mitochondrial,N
Zm00001d042216,3,156422305,156423867,1563,+,gramene,protein_coding,glutathione S-transferase4,,True,False,3-155016703,2.31497529031156E-16,,,,7.164217209,0.183959,0.533546796245261,0.604125366846528,0.132281874988194,Glutathione S-transferase 3  ,N
Zm00001d042217,3,156522883,156523445,563,-,gramene,protein_coding,,cl18204_1,False,False,,,,,,8.007097322875,0.187589,NA,NA,#VALUE!,FPF1-like protein 1,N
Zm00001d042218,3,156527050,156527938,889,+,gramene,protein_coding,,,False,False,,,,,,8.007097322875,0.187589,NA,NA,#VALUE!,Cytochrome P450 709B2,N
Zm00001d042226,3,156831552,156832098,547,+,gramene,protein_coding,,,False,False,,,,,,6.2694473875,0.1803135,NA,NA,#VALUE!,NA,N
Zm00001d042237,3,157173877,157174809,933,-,gramene,protein_coding,,,False,False,,,,,,11.0215274616,0.208516,NA,NA,#VALUE!,Protein LURP-one-related 2,N
Zm00001d042239,3,157236987,157237646,660,+,gramene,protein_coding,,,True,False,,,,,,9.93937868375,0.238413142857143,NA,NA,#VALUE!,Protein LURP-one-related 2,N
Zm00001d042241,3,157297397,157302096,4700,+,gramene,protein_coding,,,True,False,,,,,,7.64470833233333,0.2362784,0.023165589068421,0.281320294621336,11.1438869432778,Thiamine pyrophosphokinase 1,N
Zm00001d042242,3,157314060,157314166,107,+,gramene,tRNA,,,False,False,,,,,,7.69337182055556,0.208279333333333,NA,NA,#VALUE!,NA,N
Zm00001d042243,3,157316082,157316822,741,+,gramene,protein_coding,,,False,False,,,,,,7.69337182055556,0.208279333333333,NA,NA,#VALUE!,Avr9/Cf-9 rapidly elicited protein,N
Zm00001d042308,3,160130135,160132289,2155,-,gramene,protein_coding,,,True,False,,,,,,13.0343118381084,0.213507,NA,NA,#VALUE!,60S ribosomal protein L13  ,N
Zm00001d042309,3,160269957,160273101,3145,+,gramene,protein_coding,,,True,False,3-158671382,3.03123291656416E-15,,,,6.46291283527829,0.289560142857143,0.838849969941511,0.196553729689925,-0.76568667016388,F-box only protein 6,N
Zm00001d042310,3,160277115,160277872,758,-,gramene,protein_coding,,,False,False,,,,,,6.46291283527829,0.289560142857143,NA,NA,#VALUE!,MAK16 protein-related,N
Zm00001d042463,3,168517515,168521580,4066,+,gramene,protein_coding,ARR-B-transcription factor 6,arr6,True,False,,,,,,9.44690999475,0.227464,0.41565510735151,0.163703257596054,-0.606156030081897,Two-component response regulator ARR11  ,N
Zm00001d042464,3,168523227,168532465,9239,+,gramene,protein_coding,,,True,False,3-166077650,1.77941721930696E-10,3-166077602,1.78165675550048E-11,0.343697829716194,9.44690999475,0.227464,0.612351923253645,0.166632509960662,-0.727881135613515,NA,N
Zm00001d042467,3,168599356,168602675,3320,-,gramene,protein_coding,,,False,False,,,,,,10.4114489342857,0.242178,NA,NA,#VALUE!,ketose-bisphosphate aldolase class-II family protein,N
Zm00001d042468,3,168625125,168637170,12046,+,gramene,protein_coding,,smc2,True,True,,,,,,9.52021320057143,0.254938571428571,0.29485163150003,0.050930120847354,-0.827268648342722,Structural maintenance of chromosomes protein 2-2,N
Zm00001d042469,3,168636576,168651034,14459,-,gramene,protein_coding,,IDP667,True,True,,,3-166006388,1.14406402054783E-10,,9.61026803633333,0.252669777777778,NA,NA,#VALUE!,NA,N
Zm00001d042470,3,168688446,168712549,24104,+,gramene,protein_coding,,umc1973,True,False,3-166046206,4.55730152358302E-38,3-166128246,9.70897421706927E-51,0.747048696507625,9.232165143,0.246155384615385,0.594967292762652,0.697915822069597,0.173032249939181,Protein kinase superfamily protein,N
Zm00001d042471,3,168689384,168692514,3131,-,gramene,protein_coding,,,False,False,,,,,,9.24773079672727,0.249033636363636,NA,NA,#VALUE!,General transcription factor 2-related zinc finger protein,N
Zm00001d042472,3,168768639,168770255,1617,-,gramene,protein_coding,GRAS-transcription factor 7,gras7,False,False,,,,,,8.611150091125,0.228524666666667,NA,NA,#VALUE!,Protein SCARECROW,N
Zm00001d042920,3,183963175,183966180,3006,+,gramene,protein_coding,WUSCHEL-related homeobox 2a`,wox2a,False,False,,,,,,8.6901010045,0.201077,NA,NA,#VALUE!,WUSCHEL-related homeobox 2,N
Zm00001d000665,3,183967671,183969318,1648,-,gramene,lincRNA,,,False,False,,,,,,8.6901010045,0.201077,NA,NA,#VALUE!,NA,N
Zm00001d042921,3,183994758,183996320,1563,+,gramene,protein_coding,,,True,False,,,,,,10.5485786148,0.242168,0.275909642554366,0.274692746490959,-0.004410487622473,SLT1 protein  ,N
Zm00001d042922,3,184004259,184007974,3716,-,gramene,protein_coding,,hsp6,True,True,,,,,,10.7548156271667,0.2500705,NA,NA,#VALUE!,Probable mediator of RNA polymerase II transcription subunit 37c,N
Zm00001d042923,3,184012440,184018415,5976,-,gramene,protein_coding,,,True,False,,,,,,10.9107215348571,0.258767285714286,NA,NA,#VALUE!,HVA22-like protein k,N
Zm00001d042924,3,184019008,184020913,1906,-,gramene,protein_coding,,,True,False,,,,,,10.931801436625,0.264158625,NA,NA,#VALUE!,NA,N
Zm00001d042925,3,184029510,184030249,740,+,gramene,protein_coding,,,False,False,,,,,,10.8202018462222,0.266054333333333,NA,NA,#VALUE!,NA,N
Zm00001d043144,3,190100184,190103976,3793,-,gramene,protein_coding,,,True,False,3-187226654,2.28447776571627E-57,,,,9.2090597385,0.1910318,0.916267459963698,0.681278865244742,-0.256462883368428,Calmodulin-7,N
Zm00001d043145,3,190104392,190107930,3539,-,gramene,protein_coding,,cl37306_1,True,False,3-187223674,2.35230582392378E-15,,,,9.2090597385,0.1910318,NA,NA,#VALUE!,Cupin%2C RmlC-type  ,N
Zm00001d043146,3,190108063,190112698,4636,+,gramene,protein_coding,ribonuclease III domain protein1,rnc1,True,True,,,,,,9.6725750136,0.1967835,0.178905368301675,0.157058386557821,-0.122114735579175, rnc1;ribonuclease III domain protein1: albino to pale green seedling lethal; RNA splicing,N
Zm00001d043147,3,190146935,190151131,4197,-,gramene,protein_coding,,si605036g08a,True,False,3-187281230,7.67125034251664E-20,,,,9.63139842466667,0.203961142857143,0.185648528504767,0.364261988812676,0.96210544595468,FAD-dependent oxidoreductase family protein,N
Zm00001d043148,3,190152574,190154270,1697,-,gramene,protein_coding,,,False,False,,,,,,9.63139842466667,0.203961142857143,NA,NA,#VALUE!,NA,N
Zm00001d043149,3,190157000,190162325,5326,-,gramene,protein_coding,,,True,False,3-187313549,9.85706430945147E-44,,,,9.58575401057143,0.208953,0.233060705122964,0.706907293239029,2.03314663390408,Leucine-rich repeat (LRR) family protein,N
Zm00001d043150,3,190207243,190210350,3108,-,gramene,protein_coding,,cdpk26,False,True,,,,,,8.85993189257143,0.236017428571429,NA,NA,#VALUE!,Calcium-dependent protein kinase 17,N
Zm00001d043151,3,190214692,190220053,5362,-,gramene,protein_coding,,,False,False,,,,,,8.44311187085714,0.234009714285714,NA,NA,#VALUE!,NAD(P)-linked oxidoreductase superfamily protein,N
Zm00001d043152,3,190249713,190264424,14712,-,gramene,protein_coding,,pco084866,True,False,3-187395846,1.04823986887456E-37,,,,8.6657538047,0.227931,0.807816150962976,0.646439916549338,-0.199768516909777,Dihydropyrimidinase,Y
Zm00001d043153,3,190250038,190259712,9675,+,gramene,protein_coding,bZIP-transcription factor 56,obf3,True,True,3-187351010,1.52415252673499E-21,3-187380440,7.97330248420505E-31,0.925947925947926,8.4914084955,0.225544,0.576760228873255,0.32548977580935,-0.435658425260669," obf3;octopine synthase binding factor3: cDNA clones, candidates for ocs-element transcription factor; a small gene family containing a minimum of two OBF3 loci.",Y
Zm00001d043154,3,190265103,190265958,856,+,gramene,protein_coding,,,False,False,,,,,,8.490016880125,0.222922285714286,NA,NA,#VALUE!,NA,N
Zm00001d043155,3,190313504,190317464,3961,+,gramene,protein_coding,,,True,False,,,,,,8.335199504875,0.208266333333333,NA,NA,#VALUE!,las1-like family protein,N
Zm00001d043233,3,192673272,192675998,2727,+,gramene,protein_coding,,,True,False,,,,,,13.4783204755726,0.184444,0.506490397898582,0.32356541891713,-0.361161790510549,Disease resistance gene analog PIC21  ,N
Zm00001d043234,3,192678071,192679192,1122,-,gramene,protein_coding,,,False,False,,,,,,13.4783204755726,0.184444,NA,NA,#VALUE!,NTF2-like,N
Zm00001d043246,3,193126552,193127819,1268,-,gramene,protein_coding,,,False,False,,,,,,6.7247792148,0.1838142,NA,NA,#VALUE!,L-Aspartase-like family protein,N
Zm00001d043247,3,193129483,193136306,6824,+,gramene,protein_coding,,,True,False,,,,,,6.7247792148,0.1838142,0.582582439877562,0.585677186846103,0.005312118520413,Ethylene response sensor 1,N
Zm00001d043346,3,197238680,197239330,651,+,gramene,protein_coding,,,False,False,,,,,,21.3535596452,0.222194,NA,NA,#VALUE!,Probable calcium-binding protein CML41,N
Zm00001d043348,3,197331734,197338751,7018,+,gramene,protein_coding,,,False,False,,,,,,11.72502545,0.181014,NA,NA,#VALUE!,Acetamidase/Formamidase family protein,N
Zm00001d043350,3,197409841,197413468,3628,-,gramene,protein_coding,,aas7,True,True,,,,,,9.421360212,0.1794735,NA,NA,#VALUE!,Probable indole-3-acetic acid-amido synthetase GH3.1,N
Zm00001d043371,3,197949318,197949674,357,+,gramene,protein_coding,,,True,False,3-195062683,2.6552089145116E-13,,,,6.4873134941367,0.185416,0.340261194589111,0.383080688637646,0.125843013336395,NA,N
Zm00001d043423,3,199284014,199285462,1449,-,gramene,protein_coding,,,False,False,,,,,,10.8328017794,0.1919715,NA,NA,#VALUE!,Transcription factor TCP4,N
Zm00001d043478,3,201457512,201458756,1245,-,gramene,protein_coding,,,True,False,,,,,,12.4000070849,0.19335,0.440536438257404,0.254749568721311,-0.421728722988264,Receptor-like protein 51,N
Zm00001d043479,3,201465990,201469783,3794,-,gramene,protein_coding,,umc1399,True,True,,,3-199075453,1.52139509810188E-12,,11.830627173,0.1937265,NA,NA,#VALUE!,Coiled-coil domain-containing protein 25,N
Zm00001d043480,3,201473205,201476633,3429,-,gramene,protein_coding,,,True,False,3-198465199,5.8058843987504E-20,3-198465199,1.0152247619272E-27,1,11.236988501375,0.209645666666667,0.471953560492261,0.07779096804044,-0.835172409846211,Proline-rich receptor-like protein kinase PERK15,N
Zm00001d043509,3,202333699,202335784,2086,+,gramene,protein_coding,,pme40,False,True,,,,,,7.83785815,0.419576,NA,NA,#VALUE!,Pectinesterase  ,N
Zm00001d043510,3,202337387,202341138,3752,-,gramene,protein_coding,,,True,False,3-199325372,4.08549498342431E-14,3-199324213,5.15428527181675E-39,0.469574772913337,8.0661984395,0.4337885,0.549196049723363,0.442413896641465,-0.194433578201601,IQ-domain 25,N
Zm00001d043511,3,202355009,202361480,6472,+,gramene,protein_coding,hexokinase5,hex5,True,True,,,,,,7.71037634066667,0.385771666666667,0.598102652063594,0.5642665902364,-0.056572332041083, hex5;hexokinase5:,N
Zm00001d043512,3,202361988,202365947,3960,-,gramene,protein_coding,,,True,False,,,,,,7.71037634066667,0.385771666666667,NA,NA,#VALUE!,Protein kinase family protein with leucine-rich repeat domain,N
Zm00001d043513,3,202368413,202388807,20395,+,gramene,protein_coding,,,False,False,,,,,,7.71037634066667,0.385771666666667,NA,NA,#VALUE!,NA,N
Zm00001d043514,3,202391370,202392323,954,+,gramene,protein_coding,,IDP1617,True,True,,,,,,7.71037634066667,0.385771666666667,NA,NA,#VALUE!,Probable 3-hydroxyisobutyrate dehydrogenase-like 1 mitochondrial,N
Zm00001d043515,3,202396755,202399107,2353,-,gramene,protein_coding,Aux/IAA-transcription factor 12,iaa12,True,False,,,3-199377891,2.47239011760329E-22,,7.71037634066667,0.385771666666667,0.364387690772305,0.670763032896553,0.840794982604648,IAA6-auxin-responsive Aux/IAA family member  ,N
Zm00001d043527,3,202753379,202757025,3647,-,gramene,protein_coding,,cl10657_1,True,False,,,,,,8.6449130448,0.18305,0.566451308536272,0.416764588806605,-0.264253462696489,Putative dual specificity protein phosphatase DSP8,N
Zm00001d043528,3,202844949,202846435,1487,-,gramene,protein_coding,,alm3,True,True,3-200949771,7.23949204534101E-13,3-200933073,3.46676216236813E-25,0.377662769492915,10.817899436125,0.2086183,0.228813641523812,0.509115791590934,1.22502377131196,Pathogen-related protein  ,N
Zm00001d043562,3,203929207,203933755,4549,+,gramene,protein_coding,,,True,False,,,,,,8.979588075,0.2087705,0.392160698836166,0.188682621966894,-0.518864020472076,Proline-rich receptor-like protein kinase PERK10,N
Zm00001d043563,3,203950868,203960201,9334,-,gramene,protein_coding,,,True,False,,,,,,7.12989059933333,0.208078,NA,NA,#VALUE!,ATP-dependent 6-phosphofructokinase 3,N
Zm00001d043564,3,204006460,204007979,1520,-,gramene,protein_coding,,,True,False,,,,,,6.9791790715,0.208078,0.41136332394446,0.557171774480434,0.354451751162095,Pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha 2,N
Zm00001d043565,3,204176864,204179956,3093,+,gramene,protein_coding,,,True,False,,,,,,13.0311520015,0.23926825,NA,NA,#VALUE!,Ubiquitin domain-containing protein,N
Zm00001d043566,3,204182964,204191395,8432,+,gramene,protein_coding,,,True,False,3-201071104,3.54981706245657E-17,3-201071436,1.16595529926268E-44,0.886665958511081,13.0311520015,0.23926825,0.451715491371856,0.445901239729311,-0.012871490470444,Protein STICHEL-like 3,N
Zm00001d043567,3,204196465,204196785,321,-,gramene,protein_coding,,,False,False,,,,,,11.8819053542,0.217144333333333,NA,NA,#VALUE!,NA,N
Zm00001d043568,3,204196565,204197341,777,+,gramene,protein_coding,,,False,False,,,,,,11.8819053542,0.217144333333333,NA,NA,#VALUE!,NA,N
Zm00001d043569,3,204199572,204201279,1708,+,gramene,protein_coding,WRKY-transcription factor 29,wrky29,True,False,,,,,,11.8819053542,0.217144333333333,0.096462263101999,0.288425787646624,1.99003753770159,Probable WRKY transcription factor 69,N
Zm00001d043590,3,204497738,204498996,1259,+,gramene,protein_coding,,,True,False,,,,,,8.8221750024,0.207564,0.111284210750876,0.533057906585213,3.79005874228224,Pistil-specific extensin-like protein  ,N
Zm00001d043591,3,204507554,204508408,855,+,gramene,protein_coding,,,False,False,,,,,,9.412711153,0.2123365,NA,NA,#VALUE!,NA,N
Zm00001d043592,3,204511408,204518066,6659,-,gramene,protein_coding,,,True,False,,,,,,9.81244359942857,0.216004,0.486700139328845,0.410537978040285,-0.156486828611939,SPA1-related 3,N
Zm00001d043593,3,204522851,204525456,2606,-,gramene,protein_coding,,,False,False,,,,,,10.1668002005,0.2212275,NA,NA,#VALUE!,AT5G44030 (E=6e-024) CESA4 IRX5 NWS2 | CESA4 (CELLULOSE SYNTHASE A4); cellulose synthase/ transferase transferring glycosyl groups ,N
Zm00001d043595,3,204592723,204595734,3012,-,gramene,protein_coding,,pco066096b,True,False,3-201535883,1.49581197326665E-46,,,,9.86115971425,0.223737428571429,0.590315651450161,0.869464736604641,0.472881050110608,Regulator of chromosome condensation (RCC1) family protein,N
Zm00001d043596,3,204658923,204659819,897,-,gramene,protein_coding,,,False,False,,,,,,6.7584433285,0.203135,NA,NA,#VALUE!,Lachrymatory-factor synthase  ,N
Zm00001d043597,3,204721697,204721769,73,-,gramene,tRNA,,,False,False,,,,,,6.41396684075,0.222747333333333,NA,NA,#VALUE!,NA,N
Zm00001d043598,3,204722247,204732334,10088,-,gramene,protein_coding,,,True,False,,,,,,6.41396684075,0.222747333333333,0.191420369508874,0.067420871209505,-0.647786328160967,ABC transporter G family member 29,N
Zm00001d043738,3,208785996,208787123,1128,+,gramene,protein_coding,,,False,False,,,,,,7.96526774152307,0.1915096,NA,NA,#VALUE!,Mitogen-activated protein kinase kinase kinase YODA,N
Zm00001d043739,3,208790149,208799052,8904,-,gramene,protein_coding,,,False,False,,,,,,9.33847240420019,0.1915096,NA,NA,#VALUE!,DEAD-box ATP-dependent RNA helicase 53,N
Zm00001d043740,3,208800675,208802444,1770,+,gramene,protein_coding,,,False,False,,,,,,9.89949535957044,0.19476225,NA,NA,#VALUE!,Mitogen-activated protein kinase kinase kinase YODA,N
Zm00001d043741,3,208812098,208813525,1428,-,gramene,protein_coding,,,False,False,,,,,,10.4180080138731,0.196552666666667,NA,NA,#VALUE!,NPK1-related protein kinase-like protein  ,N
Zm00001d043745,3,208947201,208952491,5291,-,gramene,protein_coding,,,True,False,3-205550536,1.07023437860398E-39,3-205558309,2.37780974683762E-82,0.068380922875682,20.800172360252,0.2036767,0.555652844443925,0.208674405777387,-0.624451835594903,SWAP (Suppressor-of-White-APricot)/surp domain-containing protein,N
ENSRNA049474470,3,208949519,208949581,63,-,Ensembl_Plants,snoRNA,snoR101,,False,False,,,,,,20.8247250815772,0.206144888888889,NA,NA,#VALUE!,NA,N
ENSRNA049997182,3,208954641,208954887,247,-,Ensembl_Plants,pre_miRNA,zma-MIR11970,,False,False,,,,,,20.9045969455748,0.2036767,NA,NA,#VALUE!,NA,N
ENSRNA049474421,3,208960224,208960337,114,+,Ensembl_Plants,snoRNA,snoZ278,,False,False,,,,,,20.9150485429684,0.205937333333333,NA,NA,#VALUE!,NA,N
Zm00001d043747,3,209010081,209010945,865,+,gramene,protein_coding,,,False,False,,,,,,16.7315092583,0.19829125,NA,NA,#VALUE!,nucleic acid binding;methyltransferases,N
Zm00001d043748,3,209015694,209017194,1501,+,gramene,protein_coding,,,False,False,,,,,,16.7315092583,0.19829125,NA,NA,#VALUE!,Serine carboxypeptidase S28 family protein,N
Zm00001d043750,3,209022667,209024539,1873,-,gramene,protein_coding,,,False,False,,,,,,16.1499732958889,0.195001666666667,NA,NA,#VALUE!,CMV 1a interacting protein 1,N
Zm00001d043751,3,209046887,209048020,1134,+,gramene,protein_coding,,,False,False,,,,,,14.5146268182857,0.181463,NA,NA,#VALUE!,NA,N
Zm00001d043752,3,209087178,209088617,1440,+,gramene,protein_coding,,,True,False,,,,,,10.0537464378333,0.209888666666667,NA,NA,#VALUE!,UDP-glycosyltransferase 88A1,N
Zm00001d043753,3,209098720,209101167,2448,-,gramene,protein_coding,,,False,False,,,,,,11.1398296498571,0.2221158,NA,NA,#VALUE!,NA,N
Zm00001d043754,3,209101168,209106344,5177,-,gramene,protein_coding,,,False,False,,,,,,11.3111314193333,0.2221158,NA,NA,#VALUE!,NA,N
Zm00001d043756,3,209118904,209119836,933,+,gramene,protein_coding,,,False,False,,,,,,13.017099872,0.227376833333333,NA,NA,#VALUE!,NA,N
Zm00001d043757,3,209128726,209130078,1353,+,gramene,protein_coding,,,True,False,3-205696596,2.60883808581845E-51,,,,15.616513168875,0.24042975,0.679867975158882,0.785299165676643,0.155075977057343,Nuclear pore complex protein NUP50A,N
Zm00001d043759,3,209173304,209176266,2963,-,gramene,protein_coding,,,False,False,,,,,,20.6994316815,0.2580032,NA,NA,#VALUE!,Serine/arginine-rich SC35-like splicing factor SCL33,N
Zm00001d043760,3,209177427,209177753,327,-,gramene,protein_coding,,,False,False,,,,,,20.6994316815,0.2580032,NA,NA,#VALUE!,NA,N
Zm00001d043762,3,209228407,209235345,6939,-,gramene,protein_coding,,,True,False,3-205853304,3.94980355082281E-19,,,,21.0598435255455,0.243825,0.40029757377289,0.128772053863442,-0.678309182217274,ABC transporter B family member 9,N
Zm00001d043764,3,209274641,209298189,23549,-,gramene,protein_coding,,,False,False,,,,,,13.5981727411818,0.217636833333333,NA,NA,#VALUE!,NA,N
Zm00001d043765,3,209275481,209277669,2189,+,gramene,protein_coding,,,False,False,,,,,,14.1330288498,0.217636833333333,NA,NA,#VALUE!,Two-pore potassium channel 5,N
Zm00001d043766,3,209298709,209308984,10276,-,gramene,protein_coding,,,True,False,3-205924239,3.45686860130888E-46,3-205892650,2.16496050647579E-23,0.526536972721169,11.9668079353333,0.2151905,0.440117733419572,0.414572050034498,-0.058042840461329,ABC transporter B family member 9,N
Zm00001d043771,3,209626178,209629716,3539,-,gramene,protein_coding,,peamt1,True,False,3-206245051,1.13580127616432E-37,3-206260708,2.44282557353062E-91,0.11304347826087,8.52068100416667,0.19626875,0.777183885378368,0.644028970744405,-0.171329999423672,Putative phosphoethanolamine N-methyltransferase  ,N
Zm00001d043773,3,209660488,209667099,6612,-,gramene,protein_coding,,,True,False,3-206267272,6.10931311433284E-16,3-206264293,2.37770538023033E-58,0.050575447726038,7.8618607515,0.192565,0.72824637299548,0.512298971638659,-0.296530692584941,Putative clathrin assembly protein ,N
Zm00001d000689,3,209669024,209669484,461,+,gramene,lincRNA,,,False,False,,,,,,7.8618607515,0.192565,NA,NA,#VALUE!,NA,N
Zm00001d043798,3,210436622,210437891,1270,-,gramene,protein_coding,,,False,False,,,,,,19.04736505,0.215175666666667,NA,NA,#VALUE!,Kinase superfamily protein,N
Zm00001d043799,3,210454354,210455724,1371,+,gramene,protein_coding,,,False,False,,,,,,20.800954081,0.215175666666667,NA,NA,#VALUE!,Kinase superfamily protein,N
Zm00001d000692,3,210455386,210456117,732,+,gramene,lincRNA,,,False,False,,,,,,20.800954081,0.215175666666667,NA,NA,#VALUE!,NA,N
Zm00001d043800,3,210461398,210469715,8318,+,gramene,protein_coding,,,True,False,3-207013499,1.11680735700105E-12,3-207034385,5.09301072654115E-11,0.014063481886735,21.6482592075714,0.215175666666667,0.392665834432056,0.196941628268973,-0.498449798786733,LEAF RUST 10 DISEASE-RESISTANCE LOCUS RECEPTOR-LIKE PROTEIN KINASE-like 1.1,N
Zm00001d043801,3,210469627,210473757,4131,-,gramene,protein_coding,,,True,False,,,,,,21.6482592075714,0.215175666666667,0.595892343776631,0.13061221293722,-0.780812399586426,alpha/beta-Hydrolases superfamily protein,N
Zm00001d043803,3,210519367,210521699,2333,+,gramene,protein_coding,,,True,False,,,,,,23.066146243,0.2295285,0.164009330514827,0.076343316163374,-0.534518457433297,NA,N
Zm00001d043809,3,210763568,210769215,5648,+,gramene,protein_coding,,,True,False,3-207287722,3.06029810045115E-20,3-207320831,2.83817921069321E-24,0.141564012487506,17.0668863980018,0.178562,0.07410849728885,0.10324969473968,0.39322342938958,NA,N
Zm00001d043810,3,210770656,210770728,73,+,gramene,tRNA,,,False,False,,,,,,17.5900308864598,0.1824215,NA,NA,#VALUE!,NA,N
Zm00001d043811,3,210771432,210771504,73,-,gramene,tRNA,,,False,False,,,,,,17.5900308864598,0.1824215,NA,NA,#VALUE!,NA,N
ENSRNA049440749,3,210771432,210771504,73,-,Ensembl_Plants,tRNA,tRNA-Lys,,False,False,,,,,,17.5900308864598,0.1824215,NA,NA,#VALUE!,NA,N
Zm00001d043812,3,210777669,210778733,1065,-,gramene,protein_coding,isopentenyl transferase3B,ipt3B,False,True,,,,,,17.5900308864598,0.1824215,NA,NA,#VALUE!, ipt3B;isopentenyl transferase3B: encodes an isopentenyl transferase,N
Zm00001d043847,3,211972760,211973212,453,+,gramene,protein_coding,,,False,False,,,,,,7.13238559133333,0.257357222222222,NA,NA,#VALUE!,NA,N
Zm00001d043849,3,211979014,211979460,447,+,gramene,protein_coding,,,False,False,,,,,,7.13238559133333,0.257357222222222,NA,NA,#VALUE!,NA,N
Zm00001d043850,3,211982404,211986343,3940,-,gramene,protein_coding,,,True,False,3-208535620,2.90800356428075E-57,,,,7.13238559133333,0.2586009,0.783393307744511,0.85784464864279,0.095036988652142,Ubiquitin-like superfamily protein,N
Zm00001d043851,3,212034975,212041814,6840,+,gramene,protein_coding,,pza00538,True,False,3-208371135,9.13615903852654E-18,,,,7.24003669175,0.246639333333333,0.6370124568457,0.587244828860047,-0.078126616600385,Long chain acyl-CoA synthetase 5,N
Zm00001d044026,3,217194735,217222112,27378,+,gramene,protein_coding,,umc1320,True,True,3-213600525,2.06999939207467E-13,3-213628773,6.98968229539538E-55,0.047337028855775,9.98400000775,0.208441142857143,0.229745182665224,0.206266231931981,-0.102195617165369,Transducin/WD40 repeat-like superfamily protein,N
Zm00001d044027,3,217222683,217222955,273,+,gramene,protein_coding,,vq21,True,True,,,,,,9.98400000775,0.208441142857143,0.367236207775698,0.072466165350262,-0.802671512732418,NA,N
Zm00001d044028,3,217226982,217228430,1449,-,gramene,protein_coding,,,False,False,,,,,,9.98400000775,0.208441142857143,NA,NA,#VALUE!,NA,N
Zm00001d044030,3,217232128,217233633,1506,-,gramene,protein_coding,,,True,False,,,,,,9.92727701466667,0.208441142857143,0.605824009554716,0.56206544606267,-0.072229827147671,UDP-Glycosyltransferase superfamily protein,N
Zm00001d044031,3,217267305,217268784,1480,+,gramene,protein_coding,,,True,False,3-213672470,8.12649246506367E-12,,,,9.706942860875,0.19727625,0.472978330026046,0.431879333165196,-0.086894037742885,TRICHOME BIREFRINGENCE-LIKE 20,N
Zm00001d044032,3,217270503,217273511,3009,-,gramene,protein_coding,,,False,False,,,,,,9.66933809085714,0.190347,NA,NA,#VALUE!,DNA (cytosine-5)-methyltransferase CMT3,N
Zm00001d044033,3,217280240,217282156,1917,+,gramene,protein_coding,,AY109934,True,True,,,,,,9.58820633083333,0.184272,0.292529672577762,0.103328994609404,-0.646774312845353,TRICHOME BIREFRINGENCE-LIKE 20,N
Zm00001d044034,3,217295175,217295784,610,-,gramene,protein_coding,,,False,False,,,,,,9.4402293738,0.178141,NA,NA,#VALUE!,DUF538 family protein,N
Zm00001d044084,3,218602719,218606474,3756,+,gramene,protein_coding,,,False,False,,,,,,6.63893352,0.197952,NA,NA,#VALUE!,L-arabinokinase,N
Zm00001d044086,3,218641048,218643758,2711,+,gramene,protein_coding,,,True,False,,,,,,6.63893352,0.197952,NA,NA,#VALUE!,Nucleic acid-binding OB-fold-like protein,N
